Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),Volumetric Efficiency 2.5L (Calculated) (%)
26543,-15.62,4.69,12.40,14.00,163,0.43,1258,0.00,27.00,2.42,106,0.00,7.84,-6.96,9.58,1.64,0.00,8.24,58.30
26862,-10.16,3.91,14.36,14.00,163,0.49,1129,0.00,27.00,1.96,106,0.00,8.71,-6.09,8.38,1.36,0.00,4.31,52.22
27180,-10.94,3.91,15.04,13.84,165,1.01,1238,0.00,29.00,3.43,106,1.50,11.75,-3.05,17.69,1.98,0.00,15.69,83.73
27499,-11.72,3.12,13.67,14.00,165,0.15,1660,0.00,17.00,2.10,106,0.00,6.96,-7.84,3.34,1.14,0.00,2.35,19.39
27818,-14.06,3.91,13.90,14.00,165,0.13,1414,0.00,24.50,1.78,106,0.00,4.64,-10.01,3.46,1.40,0.00,5.88,29.90
28138,-6.25,3.12,13.32,13.92,165,0.62,1340,0.00,29.00,2.57,106,0.00,9.00,-5.66,11.11,1.58,0.00,7.45,68.69
28456,-11.72,3.12,12.98,14.00,165,0.32,1304,0.00,24.50,2.19,106,0.00,6.53,-8.27,7.93,1.56,0.00,7.06,59.34
28774,-14.84,3.12,12.86,13.92,165,0.38,1362,0.00,27.00,2.32,106,0.00,7.25,-7.55,8.79,1.58,0.00,7.06,55.43
29093,-12.50,2.34,14.01,13.92,165,0.38,1313,0.00,27.00,2.24,106,0.00,7.25,-7.40,8.70,1.56,0.00,7.06,57.50
29412,-10.94,2.34,14.70,13.92,165,0.40,1289,0.00,17.50,2.20,106,0.00,7.40,-7.25,7.07,1.36,0.00,3.53,52.63
29730,-11.72,2.34,14.70,14.08,165,0.21,1191,0.00,22.00,2.03,106,0.00,5.51,-9.29,6.27,1.62,0.00,7.84,39.92
30048,-14.84,2.34,13.78,14.00,165,0.29,1296,0.00,11.00,1.93,106,0.00,8.13,-6.24,4.93,1.20,0.00,2.35,28.92
30369,-15.62,3.12,13.32,14.00,165,0.14,1178,0.00,18.00,1.51,106,0.00,5.51,-9.14,3.39,1.22,0.00,3.14,29.15
30686,-17.19,3.91,13.78,14.00,165,0.22,978,0.00,23.00,1.25,106,0.00,5.80,-9.00,3.90,1.26,0.00,2.75,43.27
31004,-13.28,3.91,14.01,14.00,165,0.28,796,0.00,23.00,1.19,106,0.00,6.38,-8.27,3.72,1.24,0.00,2.75,45.10
31323,-10.94,4.69,14.59,13.84,165,0.41,602,0.00,22.50,1.15,106,0.00,7.11,-7.55,6.36,1.84,0.00,10.98,60.44
31642,-4.69,3.91,14.81,14.00,165,0.88,1063,0.00,20.50,3.20,106,3.50,14.07,-0.58,12.36,1.88,0.00,17.65,58.06
31959,-8.59,3.91,13.55,13.92,165,0.20,1559,0.00,29.00,2.62,106,0.00,7.40,-7.11,8.66,1.76,0.00,10.59,36.27
32278,-15.62,3.12,13.09,13.92,165,0.30,1694,0.00,17.00,2.47,106,0.00,7.55,-6.67,5.87,1.26,0.00,2.75,32.13
32595,-17.97,3.12,14.13,14.00,165,0.56,1199,0.00,26.00,2.56,106,0.00,7.84,-6.82,12.74,1.82,0.00,10.20,79.22
32914,-9.38,2.34,12.63,13.92,165,0.44,1352,0.00,29.00,2.31,106,0.00,9.29,-5.37,8.52,1.44,0.00,5.49,46.51
33234,-8.59,3.12,14.13,14.00,165,0.11,1330,0.00,23.50,1.70,106,0.00,5.51,-9.14,3.35,1.38,0.00,4.71,21.58
33553,-15.62,3.12,13.67,14.00,165,0.39,1558,0.00,17.00,2.66,106,0.50,9.14,-4.93,6.64,1.30,0.00,3.14,33.13
33872,-12.50,3.12,13.32,14.08,165,0.10,1481,0.00,25.50,1.86,106,0.00,4.93,-9.72,2.96,1.26,0.00,3.14,23.63
34190,-9.38,3.12,13.21,14.00,165,0.57,1274,0.00,27.00,2.72,106,0.00,7.84,-6.82,10.89,1.72,0.00,8.63,70.35
34508,-8.59,2.34,13.09,14.00,167,0.45,1378,0.00,28.50,2.63,106,0.00,8.42,-6.24,10.62,1.68,0.00,8.63,57.19
34826,-3.91,2.34,14.81,14.00,167,0.16,1334,0.00,17.00,1.71,106,0.00,6.24,-8.13,3.18,1.16,0.00,2.35,23.39
35146,-7.81,3.12,14.01,14.00,167,0.17,1222,0.00,23.00,1.54,106,0.00,5.08,-9.58,3.61,1.22,0.00,2.75,36.16
35465,-10.94,3.91,13.55,14.08,167,0.20,1091,0.00,23.00,1.37,106,0.00,5.08,-9.58,3.63,1.22,0.00,2.35,41.06
35782,-14.84,3.12,13.55,13.92,167,0.80,874,0.00,26.50,2.24,106,0.00,8.85,-5.80,11.80,1.74,0.00,9.41,94.62
36100,-7.81,3.12,13.44,13.84,167,0.16,1155,0.00,11.00,1.73,106,0.00,7.11,-7.25,3.01,1.16,0.00,2.35,21.81
36420,-9.38,3.91,13.78,14.00,167,0.23,990,0.00,21.00,1.69,106,0.00,6.09,-8.71,5.43,1.66,0.00,8.24,57.35
36738,-14.84,3.12,13.55,14.00,167,0.47,1276,0.00,11.00,2.18,106,0.50,9.29,-4.93,6.04,1.28,0.00,2.75,40.69
37057,-13.28,3.91,12.98,13.92,167,0.11,1322,0.00,23.50,1.69,106,0.00,5.66,-9.00,3.47,1.32,0.00,4.31,25.31
37377,-14.06,3.12,13.32,13.92,167,0.44,1314,0.00,26.50,2.52,106,0.00,7.11,-7.55,9.58,1.66,0.00,7.84,65.42
37696,-6.25,3.12,14.01,13.84,167,0.43,1315,0.00,27.50,2.52,106,0.00,7.84,-6.82,9.58,1.64,0.00,7.84,57.46
38014,-0.78,2.34,15.16,14.00,167,0.44,1367,0.00,28.00,2.66,106,0.00,8.13,-6.53,9.79,1.64,0.00,8.24,58.98
38334,-1.56,2.34,15.04,13.92,167,0.15,1264,0.00,23.00,1.85,106,0.00,5.80,-9.00,4.68,1.54,0.00,7.45,40.10
38653,-6.25,2.34,13.90,13.92,167,0.49,1291,0.00,11.00,2.20,106,0.00,8.85,-5.80,6.85,1.30,0.00,3.14,46.64
38971,-13.28,2.34,13.09,14.00,167,0.52,1220,0.00,25.50,2.86,106,0.00,8.27,-7.11,16.34,2.02,0.00,13.73,90.00
39289,-21.88,2.34,12.52,14.08,167,0.21,1476,0.00,26.50,2.14,106,0.00,6.67,-7.98,6.16,1.50,0.00,6.67,34.11
39608,-10.94,2.34,12.06,13.92,167,0.71,1609,0.00,32.50,3.78,108,0.00,10.59,-4.21,18.11,2.02,0.00,14.51,69.50
39927,-8.59,0.00,13.90,13.92,167,0.32,2006,0.00,17.00,3.00,108,0.00,7.69,-6.53,8.58,1.40,0.00,4.31,37.59
40246,0.00,0.78,14.13,14.00,167,0.11,1600,0.00,17.00,1.37,108,0.00,4.06,-10.59,3.30,1.24,0.00,2.75,30.00
40565,0.00,0.00,13.67,13.92,167,0.77,1266,0.00,26.50,4.05,108,0.00,8.71,-7.11,19.79,2.16,0.00,16.08,132.69
40884,0.00,0.00,13.32,14.00,169,0.23,1847,0.00,17.00,1.58,108,0.00,7.11,-7.25,5.38,1.26,0.00,2.75,26.61
41202,0.00,0.00,14.47,14.08,169,0.47,1528,0.00,28.50,3.91,108,0.00,6.96,-8.42,16.66,2.06,0.00,13.33,94.77
41522,0.00,0.00,13.67,13.84,169,0.44,1956,0.00,17.00,3.34,108,0.00,8.85,-5.51,10.23,1.50,0.00,5.49,41.13
41840,0.00,0.78,13.78,13.92,169,0.12,1594,0.00,27.00,1.33,108,0.00,4.21,-10.45,3.43,1.24,0.00,3.14,30.56
42159,0.00,0.00,13.78,13.92,169,0.66,1369,0.00,28.50,3.21,108,0.00,8.42,-6.67,14.02,1.76,0.00,9.80,87.31
42478,0.00,0.78,12.52,14.00,169,0.15,1440,0.00,25.50,2.46,108,0.00,5.51,-9.14,5.22,1.70,0.00,8.24,40.56
42797,0.00,0.00,12.63,13.92,169,0.52,1858,0.00,17.00,3.24,108,0.00,9.72,-4.35,10.27,1.52,0.00,5.88,42.97
43114,0.00,0.78,13.78,14.00,169,0.13,1689,0.00,28.50,2.13,108,0.00,4.64,-10.01,4.86,1.34,0.00,4.31,34.22
43434,0.00,0.00,12.86,13.84,169,0.78,1491,0.00,30.00,4.22,108,0.00,9.58,-5.51,19.70,2.06,0.00,14.51,93.68
43753,0.00,0.78,12.63,14.00,169,0.11,1566,0.00,17.00,2.00,108,0.00,4.93,-9.58,2.92,1.18,0.00,2.35,21.93
44072,0.00,0.00,12.63,14.00,169,0.99,1298,0.00,29.00,4.30,108,0.00,10.01,-5.66,22.06,2.12,0.00,15.69,116.06
44390,0.00,0.00,13.09,14.00,169,0.12,1765,0.00,30.50,1.49,108,0.00,5.80,-8.56,3.27,1.18,0.00,2.35,19.64
44709,0.00,0.00,13.67,13.84,169,0.57,1507,0.00,29.00,3.54,108,0.00,7.55,-7.40,14.70,1.90,0.00,10.98,84.30
45027,0.00,0.78,12.98,13.92,169,0.12,1614,0.00,17.00,2.02,108,0.00,4.93,-9.58,3.14,1.16,0.00,2.35,25.12
45347,0.00,0.00,13.09,13.84,169,0.87,1630,0.00,34.00,3.92,108,0.50,11.03,-3.63,18.66,1.78,0.00,11.37,77.34
45666,-3.12,0.78,13.09,14.00,169,0.12,1741,0.00,29.50,2.23,108,0.00,4.79,-9.72,3.78,1.28,0.00,3.92,26.14
45984,-12.50,0.00,12.63,13.92,169,0.25,1449,0.00,25.50,3.09,108,0.00,5.08,-9.58,11.91,2.04,0.00,13.33,71.37
46304,-4.69,0.00,12.75,14.00,169,0.68,1932,0.00,38.00,3.81,108,0.00,10.45,-3.34,17.62,1.76,0.00,10.20,59.30
46622,0.00,0.00,14.24,14.08,169,0.60,1890,0.00,35.00,4.84,109,0.00,8.71,-6.53,21.89,2.16,0.00,15.69,86.82
46941,0.00,0.00,14.01,14.08,169,0.14,2128,0.00,35.00,2.69,109,0.00,5.22,-9.58,4.33,1.26,0.00,2.75,27.68
47260,0.00,0.00,13.44,14.00,171,0.34,1766,0.00,31.00,2.98,109,0.00,5.80,-9.00,10.49,1.74,0.00,8.63,64.66
47579,0.00,0.00,12.63,14.08,171,0.48,1702,0.00,32.50,3.27,109,0.00,7.69,-6.96,13.70,1.86,0.00,10.59,64.92
47898,0.00,0.00,14.70,14.08,171,0.54,1731,0.00,32.50,3.69,109,0.00,8.56,-6.09,14.99,1.90,0.00,11.37,62.18
48216,0.00,0.78,15.16,14.00,171,0.13,1726,0.00,29.50,2.21,109,0.00,5.08,-9.29,3.55,1.22,0.00,2.35,24.32
48535,0.00,0.00,13.78,14.00,171,0.31,1679,0.00,17.00,2.51,109,0.00,7.25,-6.96,6.30,1.30,0.00,2.75,37.06
48854,0.00,0.00,12.63,13.92,171,0.39,1348,0.00,25.00,2.58,109,0.00,5.95,-9.00,9.70,1.76,0.00,9.41,69.92
49173,0.00,0.00,12.17,13.84,171,0.54,1523,0.00,29.50,3.28,109,0.00,9.00,-5.66,12.53,1.80,0.00,10.20,59.50
49492,3.12,0.00,14.01,13.84,171,0.44,1850,0.00,34.50,3.53,109,0.00,8.13,-6.53,13.27,1.84,0.00,10.20,56.10
49811,0.00,0.78,14.36,13.92,171,0.11,1754,0.00,29.50,2.20,109,0.00,4.64,-9.87,3.34,1.20,0.00,2.35,24.59
50129,0.00,0.00,13.44,13.84,171,0.39,1552,0.00,17.00,2.65,109,0.00,6.82,-7.25,7.13,1.36,0.00,3.14,46.01
50449,0.00,0.00,12.17,13.84,171,0.88,1653,0.00,35.50,4.78,109,0.50,11.17,-3.63,21.47,2.12,0.00,16.86,79.70
50767,0.00,0.78,13.55,13.92,171,0.10,1759,0.00,17.00,1.50,109,0.00,5.08,-9.43,3.20,1.18,0.00,2.35,21.40
51087,0.00,1.56,13.78,13.84,171,0.19,1345,0.00,17.00,2.01,109,0.00,4.64,-10.01,4.87,1.30,0.00,3.14,46.09
51405,0.00,2.34,13.44,14.00,171,0.24,1207,0.00,23.00,1.78,111,0.00,4.93,-9.72,4.92,1.28,0.00,3.14,52.65
51723,0.00,3.12,13.21,13.92,171,0.22,1126,0.00,23.00,1.68,111,0.00,5.22,-9.43,4.03,1.26,0.00,2.75,45.15
52042,0.00,3.12,13.44,14.00,171,0.32,1100,0.00,23.00,1.64,111,0.00,5.95,-8.71,5.47,1.32,0.00,3.53,55.83
52361,0.00,3.91,13.78,14.00,171,0.24,1108,0.00,22.50,1.65,111,0.00,5.95,-8.85,4.33,1.26,0.00,3.14,41.91
52680,0.00,3.91,13.90,14.08,171,0.22,1082,0.00,23.00,1.62,111,0.00,5.80,-8.85,4.03,1.26,0.00,2.75,38.74
52999,0.00,4.69,14.01,14.00,171,0.22,1012,0.00,23.00,1.51,111,0.00,5.80,-8.85,3.91,1.24,0.00,2.75,41.33
53317,0.00,4.69,14.36,14.00,171,0.57,932,0.00,23.50,2.19,111,0.00,7.84,-6.82,9.39,1.66,0.00,7.84,80.33
53636,-10.94,3.91,13.32,14.00,171,0.81,1127,0.00,28.00,3.13,111,1.00,11.75,-3.48,15.82,1.98,0.00,15.69,76.92
53955,-10.94,3.12,13.09,13.92,171,0.67,1726,-2.00,34.50,4.05,111,-2.00,11.90,-2.61,18.95,2.06,0.00,16.47,57.83
54274,-7.81,3.12,15.04,13.84,171,0.77,1724,0.00,34.00,4.36,111,0.00,10.74,-4.21,23.12,2.18,0.00,17.65,81.40
54594,-8.59,2.34,13.90,14.00,171,0.68,1962,0.00,39.50,4.56,111,0.00,11.46,-3.19,22.63,2.16,0.00,17.65,64.23
54911,-0.78,2.34,15.27,13.92,171,0.64,2066,0.00,41.00,4.85,111,0.00,11.03,-3.63,22.03,2.14,0.00,16.47,60.56
55231,1.56,0.00,14.93,13.84,171,0.60,2025,0.00,40.50,4.75,111,0.00,10.30,-4.35,20.31,2.08,0.00,14.90,62.51
55549,4.69,0.00,14.93,13.92,171,0.59,1925,0.00,38.50,4.45,111,0.00,10.01,-4.64,18.53,2.04,0.00,14.12,60.62
55868,4.69,0.00,14.59,14.00,171,0.61,1812,0.00,36.50,4.25,111,0.00,10.01,-4.64,17.84,2.02,0.00,13.73,62.45
56187,5.47,0.00,14.70,13.92,171,0.53,1549,0.00,30.00,3.30,111,0.00,9.43,-5.22,14.24,1.82,0.00,10.20,60.05
56506,2.34,0.00,14.24,13.92,171,0.54,1311,0.00,29.50,2.75,111,0.00,9.72,-5.08,11.56,1.76,0.00,9.41,57.90
56824,2.34,0.00,14.36,14.00,171,0.50,1416,0.00,29.50,3.05,111,0.00,9.43,-5.37,11.71,1.76,0.00,9.80,57.96
60395,5.47,0.00,14.70,14.08,172,0.43,1933,0.00,37.00,3.71,111,0.00,7.40,-7.25,13.45,1.84,0.00,10.20,60.24
60716,6.25,0.00,14.59,13.76,172,0.41,1998,0.00,38.00,3.82,109,0.00,7.40,-7.40,13.78,1.84,0.00,10.20,60.25
64305,5.47,0.00,14.93,14.00,174,0.41,1242,0.00,26.50,2.39,108,0.00,7.55,-7.11,9.04,1.64,0.00,7.84,58.03
71527,-7.03,4.69,12.06,14.00,176,0.75,902,0.00,20.00,2.50,104,3.50,14.07,-0.58,11.58,1.80,0.00,17.65,56.44
71846,-5.47,3.91,13.90,13.84,176,0.75,1199,0.00,27.50,3.32,104,3.00,13.49,-1.16,15.17,1.92,0.00,17.65,60.36
72164,-3.91,3.12,15.04,13.84,178,0.74,1296,0.00,28.00,3.63,104,2.50,13.06,-1.60,16.45,1.96,0.00,17.25,61.92
72483,-3.91,2.34,14.70,13.76,178,0.74,1340,0.00,30.00,3.71,104,2.00,13.06,-1.74,16.78,2.02,0.00,17.25,59.87
72801,-2.34,2.34,14.81,14.00,178,0.76,1384,0.00,30.50,3.82,104,1.50,12.91,-1.74,17.20,2.00,0.00,17.25,60.73
73120,-2.34,2.34,14.59,13.76,178,0.79,1164,0.00,26.50,3.23,104,3.00,13.35,-1.31,16.15,1.94,0.00,17.25,61.64
77501,2.34,0.00,14.59,13.84,178,0.43,1560,0.00,29.50,2.99,102,0.00,7.84,-6.82,11.02,1.70,0.00,8.63,57.12
77819,2.34,0.00,14.47,14.00,180,0.38,1571,0.00,29.50,2.68,102,0.00,6.96,-7.69,9.70,1.64,0.00,7.45,55.91
78138,-0.78,0.00,14.24,13.92,180,0.37,1584,0.00,29.00,2.70,102,0.00,6.67,-7.98,9.60,1.64,0.00,7.45,56.95
78456,-3.12,0.00,14.24,14.00,180,0.33,1590,0.00,29.00,2.71,102,0.00,6.24,-8.56,9.04,1.60,0.00,6.67,58.56
78774,-8.59,0.00,14.01,13.84,180,0.30,1565,0.00,28.50,2.67,102,0.00,5.95,-8.71,7.96,1.50,0.00,5.49,51.16
79093,-13.28,0.00,13.67,13.92,180,0.33,1559,0.00,27.50,2.36,102,0.00,5.66,-9.00,7.72,1.44,0.00,4.31,57.34
79412,-21.09,0.00,12.63,13.84,180,0.25,1574,0.00,26.50,2.32,102,0.00,5.08,-9.58,6.76,1.44,0.00,4.71,52.62
79730,-21.09,0.00,13.78,13.92,180,0.25,1558,0.00,26.50,2.33,102,0.00,5.08,-9.72,6.62,1.42,0.00,4.31,52.47
80049,-19.53,0.00,14.70,13.84,180,0.31,1500,0.00,27.00,2.24,100,0.00,5.22,-9.43,8.00,1.52,0.00,5.49,62.31
80367,-12.50,0.00,15.04,13.92,180,0.31,1514,0.00,27.50,2.61,100,0.00,5.80,-9.00,8.27,1.58,0.00,7.06,56.58
80687,-11.72,0.00,14.81,13.84,180,0.33,1503,0.00,28.00,2.59,100,0.00,6.24,-8.42,8.24,1.54,0.00,5.88,54.90
81005,-10.16,0.00,14.81,13.92,180,0.32,1504,0.00,27.50,2.57,100,0.00,6.24,-8.42,8.21,1.54,0.00,5.88,54.09
81324,-9.38,0.00,14.70,13.92,180,0.30,1500,0.00,27.50,2.56,100,0.00,6.09,-8.56,7.53,1.48,0.00,5.49,51.33
81644,-10.16,0.00,14.59,14.08,180,0.32,1485,0.00,27.00,2.53,100,0.00,5.95,-8.71,7.97,1.52,0.00,5.88,56.17
81961,-10.94,0.00,14.47,14.08,180,0.33,1478,0.00,27.00,2.49,100,0.00,6.09,-8.71,8.04,1.52,0.00,5.88,53.54
