Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
5906,17.19,0.00,16.19,13.84,171,0.28,724,0.00,0.00,33.33,8,11.50,1.69,102,5.51,-9.14,1.26,0.00,0.00
6162,16.41,0.00,16.42,13.68,171,0.29,697,0.00,0.00,33.33,8,13.00,1.65,102,5.51,-9.14,1.26,0.00,0.00
6419,16.41,0.00,16.88,13.68,171,0.30,719,0.00,0.00,33.33,8,13.00,1.64,102,5.66,-9.00,1.28,0.00,0.00
6676,16.41,0.00,15.73,13.60,171,0.28,726,0.00,0.00,33.33,8,10.50,1.70,102,5.51,-9.14,1.26,0.00,0.00
6933,14.84,0.00,16.31,13.76,171,0.28,709,0.00,0.00,33.33,8,13.00,1.66,102,5.51,-9.14,1.24,0.00,0.00
7190,15.62,0.00,16.19,13.76,171,0.29,716,0.00,0.00,33.33,8,11.50,1.68,102,5.51,-9.14,1.26,0.00,0.00
7446,16.41,0.00,15.96,13.84,171,0.29,722,0.00,0.00,33.33,8,10.50,1.69,102,5.66,-9.14,1.28,0.00,0.00
7703,16.41,0.00,16.19,13.84,171,0.28,734,0.00,0.00,33.33,8,9.50,1.72,102,5.51,-9.14,1.26,0.00,0.00
7961,16.41,0.00,15.96,13.76,171,0.29,684,0.00,0.00,33.33,8,14.00,1.63,102,5.51,-9.14,1.24,0.00,0.00
8217,16.41,0.00,16.77,13.76,171,0.28,709,0.00,0.00,33.33,8,10.50,1.69,102,5.66,-9.00,1.24,0.00,0.00
8474,17.19,0.00,16.65,13.76,171,0.30,688,0.00,0.00,33.33,8,14.00,1.61,102,5.66,-9.00,1.26,0.00,0.00
8730,16.41,0.00,15.85,13.76,171,0.29,686,0.00,0.00,33.33,8,11.50,1.67,102,5.66,-9.00,1.26,0.00,0.00
8988,16.41,0.00,16.65,13.84,171,0.28,729,0.00,0.00,33.33,8,10.50,1.73,102,5.66,-9.00,1.26,0.00,0.00
9244,17.19,0.00,16.65,13.76,171,0.28,714,0.00,0.00,33.33,8,10.50,1.69,102,5.51,-9.14,1.26,0.00,0.00
9501,16.41,0.00,16.65,13.60,171,0.28,718,0.00,0.00,33.33,8,10.50,1.69,102,5.51,-9.14,1.26,0.00,0.00
9758,17.19,0.00,16.42,13.68,171,0.29,716,0.00,0.00,33.33,8,11.50,1.68,102,5.66,-9.00,1.26,0.00,0.00
10016,16.41,0.00,16.42,13.68,171,0.29,712,0.00,0.00,33.33,8,11.50,1.67,102,5.66,-9.00,1.26,0.00,0.00
10272,16.41,0.00,15.85,13.76,171,0.30,707,0.00,0.00,33.33,8,12.50,1.66,102,5.66,-9.00,1.28,0.00,0.00
10529,15.62,0.00,16.77,13.84,171,0.29,723,0.00,0.00,33.33,8,10.50,1.70,102,5.66,-9.00,1.26,0.00,0.00
10787,14.84,0.00,15.96,13.76,171,0.28,713,0.00,0.00,33.33,8,12.50,1.67,102,5.51,-9.14,1.24,0.00,0.00
11044,15.62,0.00,15.85,13.76,171,0.29,715,0.00,0.00,33.33,8,11.50,1.68,102,5.51,-9.14,1.26,0.00,0.00
11301,16.41,0.00,16.88,13.84,171,0.29,718,0.00,0.00,33.33,8,13.00,1.65,102,5.66,-9.00,1.28,0.00,0.00
11559,16.41,0.00,15.85,13.84,171,0.28,726,0.00,0.00,33.33,8,11.00,1.69,102,5.66,-9.00,1.26,0.00,0.00
11815,16.41,0.00,16.08,13.76,171,0.28,724,0.00,0.00,33.33,8,11.50,1.69,102,5.66,-9.00,1.24,0.00,0.00
12072,16.41,0.00,16.65,13.76,171,0.29,719,0.00,0.00,33.33,8,11.50,1.68,102,5.51,-9.14,1.28,0.00,0.00
12328,16.41,0.00,16.54,13.84,171,0.29,718,0.00,0.00,33.33,8,11.50,1.69,102,5.51,-9.14,1.26,0.00,0.00
12585,16.41,0.00,16.31,13.76,171,0.29,696,0.00,0.00,33.33,8,13.50,1.64,102,5.51,-9.14,1.26,0.00,0.00
12841,15.62,0.00,16.65,13.68,171,0.28,737,0.00,0.00,33.33,8,9.50,1.73,102,5.51,-9.14,1.26,0.00,0.00
13098,17.19,0.00,16.42,13.68,172,0.28,718,0.00,0.00,33.33,8,11.50,1.69,102,5.51,-9.14,1.26,0.00,0.00
13355,17.19,0.00,16.65,13.76,172,0.30,708,0.00,0.00,33.33,8,13.00,1.66,102,5.66,-9.00,1.26,0.00,0.00
13612,15.62,0.00,15.73,13.76,172,0.29,710,0.00,0.00,33.33,8,12.00,1.67,102,5.66,-9.00,1.26,0.00,0.00
13870,16.41,0.00,15.85,13.84,172,0.29,708,0.00,0.00,33.33,8,12.00,1.66,102,5.51,-9.00,1.28,0.00,0.00
14126,16.41,0.00,15.85,13.84,172,0.29,712,0.00,0.00,33.33,8,12.00,1.67,102,5.51,-9.14,1.26,0.00,0.00
14383,15.62,0.00,15.96,13.76,172,0.30,696,0.00,0.00,33.33,8,13.00,1.64,102,5.66,-9.00,1.26,0.00,0.00
14639,16.41,0.00,15.39,13.76,172,0.29,704,0.00,0.00,33.33,8,11.00,1.68,102,5.66,-9.00,1.26,0.00,0.00
14896,16.41,0.00,15.73,13.76,172,0.30,710,0.00,0.00,33.33,8,11.50,1.67,102,5.66,-9.00,1.28,0.00,0.00
15153,15.62,0.00,15.73,13.84,172,0.29,734,0.00,0.00,33.33,8,10.50,1.69,102,5.66,-9.00,1.28,0.00,0.00
15410,15.62,0.00,15.96,13.76,172,0.29,720,0.00,0.00,33.33,8,11.00,1.69,102,5.51,-9.14,1.24,0.00,0.00
15666,16.41,0.00,16.31,13.76,172,0.30,715,0.00,0.00,33.33,8,13.00,1.64,102,5.66,-9.00,1.26,0.00,0.00
15923,16.41,0.00,16.19,13.76,172,0.30,711,0.00,0.00,33.33,8,13.00,1.64,102,5.66,-9.00,1.26,0.00,0.00
16180,16.41,0.00,16.31,13.76,172,0.29,714,0.00,0.00,33.33,8,11.50,1.68,102,5.66,-9.00,1.26,0.00,0.00
16437,15.62,0.00,15.85,13.84,172,0.28,731,0.00,0.00,33.33,8,10.00,1.72,102,5.66,-9.00,1.26,0.00,0.00
16694,16.41,0.00,16.88,13.84,172,0.28,724,0.00,0.00,33.33,8,10.50,1.70,102,5.51,-9.14,1.26,0.00,0.00
16952,16.41,0.00,16.31,13.76,172,0.29,708,0.00,0.00,33.33,8,12.50,1.66,102,5.66,-9.00,1.24,0.00,0.00
17208,17.19,0.00,16.42,13.76,172,0.30,719,0.00,0.00,33.33,8,10.50,1.69,102,5.66,-9.00,1.26,0.00,0.00
17465,17.19,0.00,15.96,13.76,172,0.30,718,0.00,0.00,33.33,8,10.50,1.69,102,5.66,-9.00,1.28,0.00,0.00
17721,15.62,0.00,15.85,13.76,172,0.29,722,0.00,0.00,33.33,8,10.50,1.70,102,5.66,-9.00,1.26,0.00,0.00
17979,15.62,0.00,15.73,13.68,172,0.30,706,0.00,0.00,33.33,8,11.50,1.69,102,5.51,-9.14,1.26,0.00,0.00
18236,15.62,0.00,16.31,13.76,172,0.29,727,0.00,0.00,33.33,8,9.50,1.73,102,5.66,-9.00,1.26,0.00,0.00
18492,16.41,0.00,16.31,13.84,172,0.29,722,0.00,0.00,33.33,8,11.50,1.68,102,5.66,-9.00,1.26,0.00,0.00
18748,15.62,0.00,16.08,13.76,172,0.30,714,0.00,0.00,33.33,8,12.50,1.67,102,5.66,-9.00,1.28,0.00,0.00
19006,17.19,0.00,16.19,13.68,172,0.30,713,0.00,0.00,33.33,8,12.50,1.67,102,5.66,-9.00,1.28,0.00,0.00
19262,16.41,0.00,15.96,13.68,172,0.30,710,0.00,0.00,33.33,8,12.50,1.67,102,5.66,-9.00,1.26,0.00,0.00
19519,15.62,0.00,15.96,13.76,172,0.29,727,0.00,0.00,33.33,8,10.50,1.71,102,5.66,-9.00,1.26,0.00,0.00
19775,14.84,0.00,15.85,13.84,172,0.28,744,0.00,0.00,33.33,8,9.00,1.75,102,5.66,-9.00,1.28,0.00,0.00
20032,17.19,0.00,16.08,13.68,172,0.29,726,0.00,0.00,33.33,8,10.50,1.70,102,5.51,-9.00,1.26,0.00,0.00
20288,17.19,0.00,16.42,13.76,172,0.30,714,0.00,0.00,33.33,8,12.50,1.68,102,5.66,-9.14,1.28,0.00,0.00
20546,17.19,0.00,16.42,13.84,172,0.29,721,0.00,0.00,33.33,8,11.50,1.71,102,5.66,-9.00,1.28,0.00,0.00
20803,15.62,0.00,15.85,13.76,172,0.30,692,0.00,0.00,33.33,8,12.50,1.68,102,5.51,-9.14,1.26,0.00,0.00
21060,16.41,0.00,15.39,13.76,172,0.29,713,0.00,0.00,33.33,8,11.00,1.70,102,5.51,-9.14,1.26,0.00,0.00
21316,17.19,0.00,15.73,13.76,172,0.29,726,0.00,0.00,33.33,8,13.50,1.64,102,5.66,-9.00,1.26,0.00,0.00
21573,17.19,0.00,15.96,13.84,172,0.28,728,0.00,0.00,33.33,8,11.00,1.69,102,5.66,-9.00,1.26,0.00,0.00
21831,15.62,0.00,15.96,13.84,172,0.30,720,0.00,0.00,33.33,8,12.00,1.67,102,5.66,-9.00,1.26,0.00,0.00
22087,16.41,0.00,16.42,13.76,172,0.28,723,0.00,0.00,33.33,8,10.50,1.71,102,5.51,-9.14,1.26,0.00,0.00
22345,16.41,0.00,16.08,13.76,172,0.28,722,0.00,0.00,33.33,8,12.50,1.67,102,5.51,-9.14,1.24,0.00,0.00
22602,17.19,0.00,16.08,13.76,172,0.30,713,0.00,0.00,33.33,8,12.00,1.67,102,5.51,-9.14,1.26,0.00,0.00
22859,16.41,0.00,16.31,13.76,172,0.29,697,0.00,0.00,33.33,8,14.00,1.64,102,5.51,-9.14,1.26,0.00,0.00
23116,17.19,0.00,15.96,13.84,172,0.30,709,0.00,0.00,33.33,8,12.00,1.66,102,5.66,-9.00,1.28,0.00,0.00
23373,16.41,0.00,15.85,13.84,172,0.29,717,0.00,0.00,33.33,8,11.50,1.68,102,5.66,-9.00,1.26,0.00,0.00
23630,16.41,0.00,15.73,13.76,172,0.29,718,0.00,0.00,33.33,8,11.00,1.68,102,5.66,-9.00,1.26,0.00,0.00
23887,16.41,0.00,16.19,13.76,172,0.29,730,0.00,0.00,33.33,8,10.50,1.70,102,5.66,-9.00,1.26,0.00,0.00
24145,17.19,0.00,15.96,13.76,172,0.30,696,0.00,0.00,33.33,8,11.50,1.68,102,5.51,-9.14,1.28,0.00,0.00
24401,16.41,0.00,16.19,13.76,172,0.30,715,0.00,0.00,33.33,8,11.50,1.68,102,5.66,-9.00,1.28,0.00,0.00
24659,16.41,0.00,15.73,13.76,172,0.30,711,0.00,0.00,33.33,8,11.00,1.69,102,5.66,-9.00,1.26,0.00,0.00
24915,16.41,0.00,15.39,13.76,172,0.29,736,0.00,0.00,33.33,8,10.50,1.70,102,5.66,-9.00,1.26,0.00,0.00
25173,15.62,0.00,15.50,13.84,172,0.29,724,0.00,0.00,33.33,8,11.50,1.69,102,5.66,-9.00,1.28,0.00,0.00
25429,15.62,0.00,16.42,13.76,172,0.30,722,0.00,0.00,33.33,8,12.00,1.67,102,5.66,-9.00,1.28,0.00,0.00
25686,16.41,0.00,15.96,13.68,172,0.30,714,0.00,0.00,33.33,8,12.00,1.67,102,5.66,-9.00,1.26,0.00,0.00
25943,16.41,0.00,16.19,13.68,172,0.28,721,0.00,0.00,33.33,8,11.50,1.69,102,5.51,-9.14,1.24,0.00,0.00
26201,16.41,0.00,15.96,13.76,172,0.29,726,0.00,0.00,33.33,8,11.00,1.70,102,5.51,-9.14,1.26,0.00,0.00
26457,16.41,0.00,15.96,13.76,172,0.29,721,0.00,0.00,33.33,8,11.50,1.69,102,5.51,-9.14,1.28,0.00,0.00
26714,16.41,0.00,15.85,13.84,172,0.29,724,0.00,0.00,33.33,8,11.00,1.70,102,5.66,-9.00,1.26,0.00,0.00
26970,16.41,0.00,15.62,13.76,172,0.29,709,0.00,0.00,33.33,8,13.00,1.66,102,5.66,-9.14,1.26,0.00,0.00
27227,14.84,0.00,16.31,13.76,172,0.30,709,0.00,0.00,33.33,8,13.00,1.66,102,5.66,-9.00,1.28,0.00,0.00
27485,15.62,0.00,15.73,13.84,172,0.30,707,0.00,0.00,33.33,8,11.50,1.69,102,5.66,-9.00,1.28,0.00,0.00
27742,16.41,0.00,15.85,13.76,172,0.30,712,0.00,0.00,33.33,8,12.50,1.67,102,5.66,-9.00,1.26,0.00,0.00
27999,17.19,0.00,15.62,13.76,172,0.29,724,0.00,0.00,33.33,8,10.50,1.70,102,5.66,-9.00,1.28,0.00,0.00
28255,16.41,0.00,16.42,13.76,172,0.29,738,0.00,0.00,33.33,8,10.00,1.72,102,5.66,-9.00,1.28,0.00,0.00
28513,15.62,0.00,16.31,13.76,172,0.30,716,0.00,0.00,33.33,8,13.00,1.66,102,5.66,-9.00,1.26,0.00,0.00
28769,14.84,0.00,15.96,13.68,172,0.28,708,0.00,0.00,33.33,8,10.50,1.72,102,5.66,-9.00,1.26,0.00,0.00
29027,16.41,0.00,15.85,13.76,172,0.29,724,0.00,0.00,33.33,8,11.50,1.70,102,5.66,-9.00,1.26,0.00,0.00
29284,16.41,0.00,15.50,13.68,172,0.28,733,0.00,0.00,33.33,8,10.50,1.72,102,5.51,-9.14,1.26,0.00,0.00
29540,15.62,0.00,16.88,13.76,172,0.29,725,0.00,0.00,33.33,8,11.50,1.70,102,5.51,-9.14,1.28,0.00,0.00
29796,16.41,0.00,16.19,13.76,172,0.28,743,0.00,0.00,33.33,8,9.50,1.74,102,5.51,-9.14,1.24,0.00,0.00
30053,17.19,0.00,15.62,13.68,172,0.30,702,0.00,0.00,33.33,8,14.00,1.65,102,5.51,-9.14,1.26,0.00,0.00
30310,16.41,0.00,16.31,13.76,172,0.30,702,0.00,0.00,33.33,8,12.50,1.68,102,5.66,-9.00,1.26,0.00,0.00
30568,16.41,0.00,15.73,13.76,172,0.29,729,0.00,0.00,33.33,8,10.50,1.71,102,5.66,-9.00,1.26,0.00,0.00
30824,16.41,0.00,16.54,13.76,172,0.28,735,0.00,0.00,33.33,8,10.50,1.72,102,5.66,-9.00,1.24,0.00,0.00
31081,17.19,0.00,15.85,13.76,172,0.28,723,0.00,0.00,33.33,8,13.00,1.66,102,5.51,-9.14,1.26,0.00,0.00
31338,17.19,0.00,16.08,13.76,172,0.29,717,0.00,0.00,33.33,8,11.50,1.67,102,5.51,-9.14,1.26,0.00,0.00
31596,15.62,0.00,16.08,13.76,172,0.29,724,0.00,0.00,33.33,8,11.50,1.69,102,5.51,-9.14,1.26,0.00,0.00
31853,17.19,0.00,15.85,13.68,172,0.29,723,0.00,0.00,33.33,8,12.50,1.67,102,5.66,-9.00,1.28,0.00,0.00
32109,16.41,0.00,16.42,13.68,172,0.29,711,0.00,0.00,33.33,8,12.50,1.67,102,5.51,-9.14,1.26,0.00,0.00
32367,16.41,0.00,15.96,13.68,172,0.29,718,0.00,0.00,33.33,8,11.50,1.69,102,5.66,-9.00,1.26,0.00,0.00
32623,17.19,0.00,16.08,13.76,172,0.29,726,0.00,0.00,33.33,8,10.50,1.70,102,5.51,-9.14,1.26,0.00,0.00
32880,16.41,0.00,16.08,13.84,172,0.29,728,0.00,0.00,33.33,8,10.50,1.71,102,5.51,-9.14,1.26,0.00,0.00
33138,16.41,0.00,15.62,13.76,172,0.28,727,0.00,0.00,33.33,8,10.50,1.71,102,5.51,-9.14,1.24,0.00,0.00
33394,16.41,0.00,16.08,13.76,172,0.30,713,0.00,0.00,33.33,8,12.00,1.67,102,5.66,-9.00,1.26,0.00,0.00
33651,14.84,0.00,15.27,13.76,172,0.29,718,0.00,0.00,33.33,8,10.50,1.71,102,5.66,-9.00,1.28,0.00,0.00
33909,16.41,0.00,15.73,13.84,174,0.30,703,0.00,0.00,33.33,8,13.50,1.64,102,5.66,-9.00,1.28,0.00,0.00
34166,17.19,0.00,15.16,13.76,174,0.29,716,0.00,0.00,33.33,8,9.50,1.73,102,5.66,-9.00,1.24,0.00,0.00
34422,17.19,0.00,15.62,13.76,174,0.29,705,0.00,0.00,33.33,8,13.00,1.66,102,5.51,-9.14,1.24,0.00,0.00
34679,16.41,0.00,15.85,13.76,174,0.29,715,0.00,0.00,33.33,8,11.50,1.69,102,5.66,-9.00,1.26,0.00,0.00
34936,15.62,0.00,16.77,13.76,174,0.29,709,0.00,0.00,33.33,8,12.00,1.67,102,5.66,-9.00,1.26,0.00,0.00
35193,15.62,0.00,16.08,13.76,174,0.30,728,0.00,0.00,33.33,8,11.50,1.68,102,5.66,-9.00,1.28,0.00,0.00
35451,16.41,0.00,15.96,13.68,174,0.29,697,0.00,0.00,33.33,8,13.50,1.64,102,5.66,-9.00,1.26,0.00,0.00
35707,15.62,0.00,16.31,13.60,174,0.29,707,0.00,0.00,33.33,8,12.50,1.66,102,5.66,-9.00,1.26,0.00,0.00
35965,15.62,0.00,16.54,13.76,174,0.31,693,0.00,0.00,33.33,8,13.50,1.63,102,5.66,-9.00,1.26,0.00,0.00
36222,16.41,0.00,16.08,13.76,174,0.30,713,0.00,0.00,33.33,8,11.50,1.67,102,5.66,-9.00,1.26,0.00,0.00
36479,15.62,0.00,15.62,13.76,174,0.29,728,0.00,0.00,33.33,8,10.00,1.71,102,5.66,-9.00,1.28,0.00,0.00
36735,15.62,0.00,16.19,13.84,174,0.29,716,0.00,0.00,33.33,8,11.50,1.68,102,5.66,-9.00,1.26,0.00,0.00
36992,17.19,0.00,15.73,13.68,174,0.30,717,0.00,0.00,33.33,8,10.50,1.70,102,5.66,-9.00,1.26,0.00,0.00
37248,16.41,0.00,15.85,13.76,174,0.29,731,0.00,0.00,33.33,8,11.00,1.70,102,5.66,-9.00,1.28,0.00,0.00
37505,16.41,0.00,15.85,13.84,174,0.30,702,0.00,0.00,33.33,8,11.00,1.71,102,5.51,-9.14,1.26,0.00,0.00
37763,16.41,0.00,16.54,13.76,174,0.29,717,0.00,0.00,33.33,8,11.00,1.70,102,5.51,-9.14,1.26,0.00,0.00
38019,17.19,0.00,15.96,13.76,174,0.29,721,0.00,0.00,33.33,8,10.50,1.71,102,5.66,-9.00,1.26,0.00,0.00
38276,15.62,0.00,15.85,13.84,174,0.29,716,0.00,0.00,33.33,8,11.50,1.69,102,5.66,-9.00,1.26,0.00,0.00
38534,17.19,0.00,15.96,13.84,174,0.30,714,0.00,0.00,33.33,8,11.50,1.67,102,5.66,-9.00,1.26,0.00,0.00
38790,17.19,0.00,16.31,13.76,174,0.30,697,0.00,0.00,33.33,8,14.00,1.64,102,5.66,-9.00,1.28,0.00,0.00
39047,15.62,0.00,15.85,13.84,174,0.30,707,0.00,0.00,33.33,8,13.00,1.66,102,5.66,-9.00,1.26,0.00,0.00
39304,16.41,0.00,16.19,13.76,174,0.29,721,0.00,0.00,33.33,8,11.00,1.69,102,5.66,-9.00,1.26,0.00,0.00
39561,15.62,0.00,16.31,13.76,174,0.29,722,0.00,0.00,33.33,8,11.50,1.69,102,5.66,-9.00,1.26,0.00,0.00
39817,15.62,0.00,16.42,13.76,174,0.30,714,0.00,0.00,33.33,8,12.00,1.68,102,5.66,-9.00,1.28,0.00,0.00
40074,17.19,0.00,15.73,13.76,174,0.28,747,0.00,0.00,33.33,8,9.50,1.73,102,5.66,-9.00,1.26,0.00,0.00
40331,16.41,0.00,16.08,13.76,174,0.29,714,0.00,0.00,33.33,8,13.00,1.66,102,5.51,-9.14,1.26,0.00,0.00
40587,17.19,0.00,16.42,13.76,174,0.30,704,0.00,0.00,33.33,8,13.00,1.65,102,5.66,-9.00,1.28,0.00,0.00
40844,16.41,0.00,15.85,13.84,174,0.30,703,0.00,0.00,33.33,8,12.50,1.66,102,5.66,-9.00,1.30,0.00,0.00
41101,17.19,0.00,16.42,13.76,174,0.30,729,0.00,0.00,33.33,8,9.50,1.72,102,5.80,-8.85,1.26,0.00,0.00
41358,16.41,0.00,15.39,13.76,174,0.29,729,0.00,0.00,33.33,8,10.00,1.72,102,5.66,-9.00,1.28,0.00,0.00
41614,17.19,0.00,15.62,13.76,174,0.30,722,0.00,0.00,33.33,8,11.50,1.69,102,5.66,-9.00,1.28,0.00,0.00
41871,17.19,0.00,16.08,13.76,174,0.29,741,0.00,0.00,33.33,8,9.50,1.74,102,5.66,-9.00,1.28,0.00,0.00
42128,15.62,0.00,16.08,13.84,174,0.29,723,0.00,0.00,33.33,8,11.50,1.70,102,5.66,-9.00,1.26,0.00,0.00
42385,16.41,0.00,16.31,13.76,174,0.29,724,0.00,0.00,33.33,8,12.00,1.70,102,5.51,-9.14,1.24,0.00,0.00
42642,15.62,0.00,16.42,13.76,174,0.29,700,0.00,0.00,33.33,8,14.00,1.64,102,5.51,-9.14,1.26,0.00,0.00
42899,15.62,0.00,16.54,13.76,174,0.30,705,0.00,0.00,33.33,8,13.00,1.65,102,5.66,-9.00,1.28,0.00,0.00
43155,16.41,0.00,15.50,13.76,174,0.30,712,0.00,0.00,33.33,8,11.50,1.67,102,5.66,-9.00,1.30,0.00,0.00
43412,16.41,0.00,15.85,13.68,174,0.28,752,0.00,0.00,33.33,8,8.00,1.75,102,5.80,-8.85,1.26,0.00,0.00
43669,17.19,0.00,15.62,13.76,174,0.29,725,0.00,0.00,33.33,8,11.50,1.69,102,5.66,-9.00,1.28,0.00,0.00
43926,15.62,0.00,15.96,13.84,174,0.30,707,0.00,0.00,33.33,8,11.50,1.69,102,5.66,-9.00,1.28,0.00,0.00
44183,15.62,0.00,15.96,13.76,174,0.29,708,0.00,0.00,33.33,8,10.50,1.71,102,5.66,-9.00,1.26,0.00,0.00
44439,17.19,0.00,15.73,13.76,174,0.29,727,0.00,0.00,33.33,8,10.50,1.71,102,5.66,-9.00,1.28,0.00,0.00
44696,16.41,0.00,15.73,13.76,174,0.29,722,0.00,0.00,33.33,8,9.50,1.69,102,5.66,-9.00,1.26,0.00,0.00
44953,15.62,0.00,15.85,13.76,174,0.30,714,0.00,0.00,33.33,8,12.50,1.68,102,5.66,-9.00,1.28,0.00,0.00
45210,17.19,0.00,15.62,13.68,174,0.30,710,0.00,0.00,33.33,8,13.00,1.67,102,5.66,-9.00,1.28,0.00,0.00
45467,15.62,0.00,16.31,13.76,174,0.29,718,0.00,0.00,33.33,8,11.50,1.69,102,5.66,-9.00,1.28,0.00,0.00
45724,15.62,0.00,15.96,13.68,174,0.30,727,0.00,0.00,33.33,8,10.50,1.71,102,5.66,-9.00,1.26,0.00,0.00
45981,16.41,0.00,15.50,13.76,174,0.29,726,0.00,0.00,33.33,8,10.50,1.70,102,5.66,-9.00,1.28,0.00,0.00
46237,16.41,0.00,16.19,13.84,174,0.28,734,0.00,0.00,33.33,8,10.50,1.71,102,5.66,-9.00,1.26,0.00,0.00
46493,15.62,0.00,16.77,13.76,174,0.29,720,0.00,0.00,33.33,8,10.50,1.71,102,5.51,-9.14,1.24,0.00,0.00
46751,16.41,0.00,15.85,13.76,174,0.29,707,0.00,0.00,33.33,8,11.50,1.69,102,5.51,-9.14,1.26,0.00,0.00
47007,15.62,0.00,16.65,13.84,174,0.29,707,0.00,0.00,33.33,8,14.50,1.62,102,5.51,-9.14,1.28,0.00,0.00
47263,17.19,0.00,16.19,13.84,174,0.30,707,0.00,0.00,33.33,8,13.00,1.66,102,5.66,-9.00,1.28,0.00,0.00
47520,17.19,0.00,15.96,13.76,174,0.29,704,0.00,0.00,33.33,8,11.00,1.69,102,5.66,-9.00,1.28,0.00,0.00
